EngineSize_L,Weight_kg,Horsepower,Mileage_km_per_l
3.21,1059,78,33.69
4.62,1756,60,25.91
4.9,1061,120,29.08
1.59,1120,170,38.33
1.1,1186,121,40.0
1.51,1355,135,39.08
4.86,950,169,27.84
2.0,1773,60,35.39
2.56,1366,114,37.15
1.83,1271,208,39.6
3.13,1434,112,35.46
2.12,1587,148,34.54
4.29,1174,111,28.24
2.92,1770,124,31.63
2.84,1368,140,32.09
1.54,1110,75,40.0
4.07,928,216,33.26
4.58,1214,178,28.04
1.54,904,206,40.0
4.21,971,133,36.0
1.7,1110,60,40.0
3.11,1828,118,29.16
3.52,1791,164,32.88
3.48,1423,178,32.72
1.62,1201,137,39.08
3.49,1644,79,30.66
3.9,1490,190,29.07
4.23,1501,132,27.83
3.71,1473,121,30.88
1.51,1701,148,37.6
1.71,1241,155,38.24
1.67,1440,135,38.39
4.94,1535,181,27.66
2.51,1121,181,36.46
4.08,1839,171,26.78
3.24,1164,110,35.01
2.25,1333,109,38.34
1.03,1438,129,39.57
4.63,1357,175,29.07
4.15,1065,84,33.32
4.73,1513,156,28.48
2.85,1042,150,36.71
3.46,1587,165,31.22
4.12,1938,156,26.37
4.19,1574,160,28.06
3.08,1276,118,36.72
1.29,1849,60,37.28
1.65,1045,116,38.47
4.66,1235,171,31.5
1.31,1678,206,36.23
1.04,1475,141,39.26
4.0,1586,224,28.17
1.01,1159,151,40.0
1.75,1010,123,40.0
1.85,1331,148,36.7
3.8,1278,134,31.8
1.2,1448,239,37.0
1.51,1671,132,38.16
1.74,1204,132,37.5
3.55,1317,99,34.74
1.89,1513,192,36.4
4.4,800,74,33.98
2.55,1626,70,33.5
2.92,836,65,37.47
2.5,1091,73,37.93
2.61,1888,157,32.16
2.81,1536,143,34.91
2.13,1636,70,37.92
2.99,1131,138,36.89
2.57,1232,152,35.04
1.87,1291,138,40.0
4.52,1522,60,29.93
1.47,1610,183,36.8
1.25,1571,171,37.02
1.71,1440,138,36.73
2.94,1418,204,34.72
2.17,1371,195,37.04
4.91,1273,64,28.58
5.0,954,186,30.66
3.66,1253,101,32.14
3.68,1900,78,29.24
4.44,1312,157,32.31
1.4,1299,98,38.67
4.92,1320,190,27.89
3.66,1252,155,33.01
3.52,1314,209,31.37
4.06,1141,129,33.03
1.58,1437,191,33.87
1.46,1598,119,37.9
4.07,1115,198,32.53
1.52,1630,161,35.81
3.88,1505,128,31.82
4.41,1024,229,29.77
2.05,1667,93,36.38
3.39,1487,133,30.76
2.9,1100,171,34.4
4.13,1317,171,29.15
3.52,1691,85,29.25
4.1,1436,72,29.44
3.97,1246,114,33.29
3.54,1463,146,32.78
2.43,1215,112,35.04
3.2,1318,145,35.19
4.44,1385,209,30.82
4.37,1880,156,26.97
3.2,1171,136,34.34
1.41,1753,172,34.83
1.28,800,114,40.0
2.05,1351,108,36.32
4.9,1492,114,26.94
1.06,1647,143,35.39
4.48,1548,210,29.22
4.89,800,187,29.95
1.72,1769,192,32.23
2.37,1098,76,37.37
4.73,1138,109,31.12
1.57,928,201,40.0
4.23,1563,143,28.97
3.53,1533,94,32.74
4.45,1282,192,29.8
2.44,1070,60,40.0
1.45,1465,165,39.67
3.44,880,78,34.99
3.91,2258,179,26.97
1.56,1429,135,37.8
1.95,1813,180,34.77
2.77,1612,106,33.26
3.25,1337,60,36.87
2.58,1187,113,34.74
3.37,1689,75,32.37
3.26,1406,133,33.52
1.3,1708,121,37.88
2.22,1368,204,34.0
2.55,1922,97,30.76
3.19,1536,107,33.14
4.34,1169,101,29.69
4.16,1696,175,31.03
4.22,1493,150,29.91
3.34,1236,60,35.98
3.31,1302,252,30.73
4.26,1164,184,32.04
1.79,1172,119,40.0
1.6,1599,60,38.33
1.38,1840,145,37.56
4.85,1526,121,27.49
4.46,1356,117,28.72
3.59,1336,167,32.27
1.67,1472,171,38.78
1.03,1520,245,37.68
3.56,1089,77,36.46
3.84,1328,196,30.31
3.84,1513,84,30.98
3.22,1120,176,34.87
1.13,1854,139,35.52
2.81,2205,171,27.02
1.69,1724,183,36.31
2.3,1127,74,39.71
4.7,1572,67,27.36
2.52,1590,153,34.44
4.66,1183,60,28.11
2.12,1214,169,35.29
2.06,1155,154,36.4
4.17,1280,60,31.2
2.18,1042,173,37.85
1.99,1243,173,38.35
3.67,1597,85,29.42
1.85,1149,173,40.0
4.32,1684,127,27.9
3.78,1084,60,34.65
2.32,1605,200,37.31
2.88,1564,144,32.65
3.57,1394,217,29.27
3.83,1309,98,30.02
1.5,1422,133,40.0
1.92,1642,156,34.76
4.92,1110,193,27.73
1.92,1404,111,37.74
1.66,1269,170,39.19
2.56,1427,99,38.24
4.01,1301,207,30.2
1.41,1649,60,39.07
2.37,980,203,37.17
1.27,1329,100,40.0
1.73,1411,65,39.05
4.87,1127,241,28.7
3.08,930,115,39.7
4.82,1672,135,28.77
4.35,1280,182,28.22
4.94,1134,165,28.68
2.14,1438,173,34.66
3.09,1213,153,37.03
3.07,1194,103,33.84
3.08,1347,162,35.58
1.16,1287,250,40.0
3.44,1785,176,27.97
3.82,1508,125,28.21
4.57,1144,123,27.56
4.19,1789,140,29.19
2.48,1316,88,37.56
2.1,1888,199,33.99
3.32,1115,107,36.69
4.75,1222,163,28.09
1.33,941,279,40.0
2.49,1223,106,40.0
3.4,2467,117,27.14
1.51,1327,159,36.27
3.94,1564,190,30.75
4.01,1203,92,34.87
3.28,1351,168,31.7
1.5,1430,158,40.0
4.35,1655,78,28.69
1.27,1307,114,39.57
4.96,1715,201,24.37
3.14,1180,111,35.55
3.01,1361,60,33.65
2.36,1290,120,36.26
3.19,1516,216,33.29
4.51,1491,60,29.9
2.56,1877,141,33.32
2.49,1687,162,32.56
4.56,1418,138,28.51
2.1,1249,60,39.39
2.46,1309,118,36.77
1.27,1221,102,40.0
1.82,1375,233,37.11
1.81,1791,78,34.11
4.28,1733,167,28.13
4.91,1838,80,23.78
1.38,1091,171,40.0
2.22,1679,116,37.08
1.56,1146,110,39.8
3.89,1524,204,28.15
2.79,1317,108,35.64
2.54,1547,60,36.24
4.22,1782,98,27.18
3.53,1336,135,32.98
2.98,1200,178,35.84
1.5,1225,60,38.0
2.48,1757,122,33.96
1.14,1503,72,39.83
2.07,1115,60,38.21
4.66,1517,221,28.14
2.2,1636,134,37.88
3.47,2227,69,26.56
4.1,1070,115,33.74
2.35,1434,97,33.04
1.58,1189,92,37.55
1.82,1775,168,35.51
3.2,1223,223,30.15
1.24,1235,187,39.52
1.48,1512,81,38.04
4.85,1267,104,30.59
3.25,1806,105,28.25
1.96,2017,164,32.86
2.08,1061,163,38.27
4.98,1639,91,24.92
3.11,1743,157,30.23
1.47,1235,174,39.19
1.83,1611,154,38.89
4.05,1770,98,27.34
3.69,1186,180,31.89
2.88,1188,173,37.87
2.25,1332,137,36.87
3.89,1396,184,30.09
1.95,1250,189,39.74
2.48,1998,261,28.67
4.58,1467,149,29.44
2.15,1237,149,34.09
3.0,1594,67,31.19
1.67,1232,173,39.59
1.05,1162,129,40.0
2.67,1506,139,33.59
1.62,953,63,40.0
4.13,1340,91,31.25
1.45,1088,126,40.0
4.6,1537,68,25.63
3.73,1346,178,30.06
1.23,1349,162,39.68
2.2,981,177,37.34
1.88,1736,134,35.91
4.98,1313,217,28.63
2.51,1309,266,33.58
1.41,887,132,40.0
4.12,1775,143,29.73
2.05,1310,137,38.4
1.9,1302,103,39.19
1.46,1869,60,36.9
4.39,1148,122,32.9
2.6,1420,178,33.48
4.94,1683,143,26.74
2.26,1447,108,38.15
1.45,1394,201,39.46
2.03,1529,162,37.23
1.61,1527,289,34.97
2.31,1340,177,36.23
4.08,1576,167,26.41
4.28,1701,123,27.34
3.73,1326,181,31.7
4.16,1623,84,29.97
2.79,2053,147,31.52
1.81,1654,135,36.75
2.37,1385,171,35.51
3.5,1117,161,31.64
4.7,1258,149,28.91
1.79,1162,205,38.43
3.63,1289,220,28.17
4.77,1793,216,27.5
1.73,1775,186,37.54
1.21,1969,165,35.63
2.7,1174,185,36.19
1.31,1351,164,40.0
3.26,888,190,37.32
3.4,1699,136,33.91
4.53,1951,154,27.81
1.74,1097,217,39.47
4.27,2025,186,25.18
2.05,1492,180,37.57
4.11,1654,143,29.16
2.33,1059,147,37.79
4.97,1598,96,23.38
3.76,1777,143,27.49
4.92,1195,151,31.33
4.29,1539,158,29.2
3.77,1497,83,31.11
4.41,1422,224,27.33
3.21,1832,124,30.94
2.14,1411,70,36.5
3.51,1649,102,32.21
1.5,1740,90,35.9
2.48,861,107,38.29
4.48,1391,163,26.5
3.37,1245,196,32.09
4.33,1290,126,29.48
4.65,1197,60,29.85
1.4,1260,72,40.0
2.62,858,163,37.1
2.3,1217,84,39.98
3.73,1058,136,34.12
2.36,1169,78,38.48
3.27,1614,134,30.96
4.23,1796,126,27.2
3.26,1537,130,33.26
2.81,1549,118,32.66
1.73,1159,67,40.0
3.76,1171,191,32.36
2.09,1388,128,37.37
3.48,1390,183,31.52
3.0,1583,146,33.74
4.81,1534,168,29.03
1.39,1527,125,40.0
2.16,1956,137,32.86
2.8,1406,103,36.72
3.11,1598,142,30.69
1.73,1867,153,34.08
2.74,1488,80,35.67
4.69,1359,154,31.18
4.37,1052,177,30.08
1.82,1034,226,38.21
2.1,1640,139,34.9
1.36,1472,125,40.0
1.32,1639,60,37.35
1.97,1350,119,37.49
1.73,1202,173,40.0
3.99,1086,129,31.32
4.4,1464,60,30.78
3.92,1251,125,34.28
2.77,1239,136,32.1
3.39,2002,144,30.24
4.89,1771,210,27.93
2.76,1250,169,35.74
1.97,1712,99,35.49
1.11,1265,135,40.0
2.46,1636,98,32.12
1.29,1637,165,39.95
2.11,800,135,39.69
4.75,1355,152,29.79
3.82,1473,116,32.79
2.52,1231,60,36.69
1.75,1270,145,37.63
2.46,1336,159,36.63
4.94,1338,205,29.94
4.89,1097,147,30.27
2.71,1345,124,33.7
4.12,1098,223,30.33
1.56,1485,130,39.45
3.3,1005,114,35.95
1.87,1023,141,38.22
1.16,1887,136,38.51
3.48,1786,107,29.89
2.66,1802,85,33.62
4.19,1546,142,27.1
2.66,1629,61,34.72
1.01,2167,120,34.63
2.21,834,121,39.45
4.34,1539,138,28.24
3.45,1839,147,28.45
2.39,1067,118,38.7
2.06,1276,130,36.68
3.53,1117,149,34.06
1.92,1062,134,39.72
3.98,888,105,34.91
1.15,1501,142,38.15
4.6,1713,230,24.7
1.02,1517,145,39.06
2.88,1313,152,36.1
3.86,1399,112,30.41
3.76,1364,120,33.43
2.38,1838,106,33.01
3.2,1267,133,32.97
2.98,1632,177,33.05
4.45,2462,133,21.77
1.17,1455,191,37.34
4.04,919,142,34.07
2.53,2124,97,32.53
3.78,1065,141,32.56
4.58,1732,97,27.13
4.87,1657,101,24.91
2.03,1290,123,35.53
1.05,1107,230,39.07
1.11,1863,184,36.41
3.37,1331,84,30.86
2.76,1000,135,38.25
4.12,1685,196,27.48
4.46,1548,164,30.31
1.7,874,136,40.0
1.39,1671,60,36.54
4.2,1483,85,33.45
4.28,1643,130,26.12
2.37,2134,192,30.67
1.96,1102,209,37.92
1.1,1477,113,38.99
3.12,1388,184,32.07
3.53,1636,99,30.8
3.37,1219,169,34.03
2.81,1522,60,33.65
1.37,1824,87,38.87
3.13,1985,84,29.67
2.45,1552,61,34.62
3.84,1046,150,33.56
4.94,1737,92,26.66
3.41,912,89,36.57
3.01,809,134,37.56
2.22,1178,75,36.33
1.62,1111,75,39.66
1.71,1472,162,37.67
1.49,1713,162,34.93
3.56,1545,195,32.66
4.55,859,192,33.67
1.97,959,81,38.51
2.27,1351,140,35.32
4.23,1387,214,28.45
4.49,1655,177,25.0
3.05,1642,86,31.58
2.93,1556,165,33.9
1.51,1119,103,40.0
4.28,800,124,33.26
2.07,1029,162,37.48
3.26,1786,163,29.9
4.0,2180,124,25.66
4.17,855,60,34.12
2.93,977,124,35.76
1.86,1877,142,34.47
1.99,1421,60,38.28
1.79,1670,119,38.47
3.07,1027,99,36.12
2.98,1381,117,35.7
4.06,1955,111,28.47
2.51,1354,60,36.84
3.37,1384,110,33.36
2.32,1634,109,34.48
2.56,1870,156,33.79
3.32,1564,67,31.7
3.87,1534,139,31.48
3.52,1198,83,32.91
3.5,1633,162,30.85
4.56,1583,186,28.91
1.2,1646,198,38.29
1.07,1713,235,36.06
3.77,1725,60,29.78
1.88,1559,100,35.31
4.2,1195,190,30.85
3.74,1656,88,32.07
2.96,1748,209,32.11
2.66,1508,143,35.53
1.88,1298,149,38.93
2.53,1545,110,33.15
1.83,1233,192,39.3
2.45,1171,179,34.24
2.09,1442,149,35.42
4.89,1435,60,29.41
3.52,1166,86,31.38
3.71,1593,60,32.25
1.31,1529,184,37.94
3.46,1112,194,33.3
3.46,1591,117,30.11
2.43,1281,139,32.88
3.69,1763,126,29.25
1.16,1087,214,40.0
4.32,1389,143,31.82
2.3,1434,112,37.17
2.45,1433,136,38.0
3.63,1978,141,27.92
2.37,1679,157,32.57
2.93,1506,95,34.57
4.89,1433,91,30.45
2.4,1707,60,34.98
2.7,1018,98,35.45
1.55,1681,163,35.67
4.8,1288,153,29.03
3.78,1073,188,33.45
2.77,1463,60,34.69
3.22,1304,164,32.67
3.91,1678,121,28.19
2.47,1344,136,35.34
4.68,1684,123,26.89
1.39,1582,123,38.46
4.2,1268,138,29.3
2.13,1186,184,38.3
1.04,1642,188,36.67
4.15,1545,71,28.7
1.36,1315,156,38.74
2.6,1657,95,34.85
4.64,1211,141,32.04
4.07,1416,141,28.8
2.93,1168,172,36.47
2.43,1325,68,35.43
1.96,1525,163,37.74
1.18,1010,145,40.0
2.55,1586,188,31.77
2.95,1568,114,35.1
1.9,1725,168,34.12
2.23,1790,84,33.4
3.42,1626,96,31.96
2.8,1641,148,32.01
4.86,1051,93,30.05
1.38,1616,160,37.02
3.13,1809,60,33.71
2.89,1792,137,29.22
4.16,1560,138,27.59
4.68,1755,116,27.19
2.34,2014,179,32.73
4.24,1300,151,30.5
4.51,1760,116,24.57
3.21,1683,106,31.52
4.1,1176,142,29.33
1.39,1564,138,40.0
4.5,1623,130,28.33
4.84,1247,176,27.5
4.32,1127,88,34.47
1.47,1623,130,39.98
1.01,1447,226,40.0
2.38,1273,129,38.37
2.11,962,108,38.85
3.29,1469,131,33.88
1.01,1291,114,40.0
3.13,1053,124,37.14
4.64,1568,166,27.8
3.07,1543,150,34.58
1.17,1129,60,40.0
2.96,1124,203,35.53
3.68,1118,123,32.21
2.24,1538,103,33.46
4.68,1650,161,25.12
4.8,800,211,26.75
3.83,1286,178,31.35
3.2,1382,129,33.57
2.54,2442,153,27.15
2.96,1406,134,36.18
2.5,1233,72,38.72
3.34,1753,101,31.2
1.88,1038,63,40.0
1.47,960,253,39.99
4.91,1617,100,28.03
2.06,1554,150,35.34
3.36,1146,175,35.03
3.8,1572,138,29.13
3.33,1319,159,36.07
3.85,1116,112,32.65
2.03,1803,163,32.27
4.56,1218,93,28.46
2.6,1477,118,35.58
3.26,1857,177,30.29
1.69,1678,111,35.09
2.62,1196,171,37.14
3.69,1832,92,29.75
3.39,1318,219,33.36
2.78,1143,210,34.32
1.54,1412,132,38.12
1.8,1158,192,39.66
4.76,1113,147,32.82
4.17,1162,86,30.68
2.71,2179,203,28.95
4.6,1634,71,24.43
1.76,910,128,40.0
1.31,1670,101,35.19
5.0,1706,197,23.69
3.12,1106,137,35.12
4.8,1288,129,27.65
3.16,800,147,37.72
2.93,1295,216,35.27
3.9,844,190,33.4
2.91,1460,221,31.97
2.85,1866,109,29.48
3.18,1674,191,30.82
1.87,1559,114,35.69
2.7,1515,60,34.12
3.87,1916,108,29.69
2.9,1739,121,31.28
3.61,856,69,33.09
4.9,1384,235,25.67
3.68,1085,81,32.96
2.99,1759,136,28.65
4.65,1577,84,31.22
4.23,1163,178,29.46
2.63,1851,134,32.01
3.81,1579,144,30.93
3.04,2220,169,30.34
3.46,1187,98,34.75
3.53,1346,189,33.93
3.09,998,133,34.08
2.72,1255,60,35.28
2.21,1215,94,38.74
2.19,1522,239,33.75
4.66,1208,173,27.7
2.37,1306,110,35.43
3.15,1253,146,33.01
1.04,1335,168,38.73
4.3,1578,165,27.81
4.9,800,238,27.7
2.24,1589,160,32.76
4.0,1413,192,30.3
4.29,1240,177,29.21
4.2,1384,105,30.07
4.16,1525,179,27.7
2.54,1695,133,34.94
1.88,1324,114,36.36
3.15,1829,168,29.42
4.46,1903,196,26.73
3.06,1437,163,34.11
4.75,1983,232,24.3
1.5,1002,177,40.0
2.18,1099,217,37.66
4.47,1712,127,26.13
4.88,1940,60,23.29
3.51,1096,87,35.61
3.19,1670,153,32.22
2.98,1861,84,31.5
1.37,1202,144,40.0
3.97,1092,157,33.74
1.31,1459,96,39.22
2.18,1174,167,38.56
1.15,800,160,40.0
4.87,1668,80,27.24
3.09,1404,144,32.5
3.89,1243,236,33.27
2.53,1634,139,32.36
2.95,1385,72,32.93
4.86,1742,70,27.3
4.29,1574,188,29.11
1.62,1089,116,40.0
1.72,1722,170,32.2
4.0,1728,110,29.88
1.11,1366,116,40.0
2.5,1924,167,33.97
4.08,1493,167,27.65
1.28,1596,168,38.95
2.43,1401,142,34.54
4.75,881,212,28.98
1.48,1701,167,38.74
1.93,1435,97,38.07
1.51,1033,126,40.0
1.55,1555,145,35.48
1.74,1542,77,39.14
4.75,1457,118,28.03
3.8,1361,208,31.46
4.37,1435,89,28.35
1.08,1295,117,40.0
1.59,1464,121,39.83
4.41,1266,154,29.24
1.82,1215,168,38.1
1.34,1273,125,40.0
2.31,1693,185,31.39
2.42,1290,91,38.52
3.4,1427,95,31.12
2.73,956,234,38.31
2.03,1490,155,38.6
2.92,1668,159,30.95
2.87,1562,82,34.71
2.37,1203,162,36.45
3.9,1485,77,31.42
2.4,1242,127,34.57
2.72,1508,95,32.82
2.07,1158,125,37.33
2.86,1741,118,30.85
2.33,1790,175,31.84
2.67,1354,122,35.28
2.5,1216,125,35.71
3.26,955,138,35.67
4.52,2113,212,24.26
4.14,1538,231,28.29
3.68,1326,97,30.49
3.67,1262,107,32.58
2.59,1084,148,35.36
4.97,1661,163,26.86
2.31,1534,228,31.23
1.35,1250,120,37.83
4.28,1526,163,27.24
3.99,1592,150,27.51
1.29,1496,120,38.87
3.17,1948,133,30.57
1.1,1308,124,40.0
4.3,963,75,32.86
1.58,1527,259,33.97
1.91,1324,211,35.26
3.76,1401,220,30.32
3.88,1577,114,31.05
2.28,1089,98,37.75
3.49,958,205,33.15
1.12,1647,98,37.36
4.98,1464,242,27.16
2.06,1875,146,32.09
4.26,1669,234,28.93
2.1,1477,60,36.48
1.69,1031,119,40.0
1.61,1985,211,33.6
4.94,800,126,32.72
1.66,1383,146,37.0
3.1,1079,138,34.82
3.17,1412,78,34.12
3.28,1459,112,33.84
3.27,1159,208,34.16
4.1,1079,60,32.81
1.25,1279,123,39.38
3.17,1418,151,31.92
2.8,1565,102,35.86
1.57,1542,163,35.26
4.77,1257,200,28.33
1.73,1178,170,38.11
3.48,1827,177,28.13
2.55,959,109,37.05
4.0,1622,132,27.28
4.61,1182,119,31.24
1.47,1478,175,36.84
4.34,1801,213,27.2
2.38,1396,161,34.87
1.54,1572,98,36.61
3.36,1449,60,33.23
4.55,1478,149,30.47
3.24,1421,178,32.7
3.64,1536,98,32.11
2.34,1245,141,38.32
1.01,1276,79,40.0
1.24,1187,154,40.0
3.44,1657,60,31.61
4.23,2107,171,24.86
4.81,1726,110,26.26
3.19,1635,155,33.27
1.27,1214,134,40.0
1.29,849,183,40.0
2.64,800,185,38.41
3.27,800,129,35.82
2.01,1411,232,36.01
2.76,1176,156,35.71
4.58,1488,60,29.68
4.16,1583,106,28.73
4.79,1277,77,30.79
3.95,1175,85,33.56
1.12,1790,124,36.37
2.55,1566,101,33.96
2.74,1428,146,35.15
2.7,1461,108,32.87
1.88,1678,231,35.3
3.27,1265,161,32.13
1.42,1709,60,38.0
4.11,1604,165,33.47
1.95,1866,141,33.59
1.63,1884,60,37.54
2.72,1618,111,32.48
1.32,1761,132,36.59
3.46,1417,133,33.9
3.67,1644,72,28.22
2.07,1019,191,34.98
1.13,1805,158,36.04
1.97,1466,179,34.32
3.75,1086,140,34.58
1.76,1670,125,35.38
1.18,1765,181,34.72
4.15,1479,142,29.1
2.59,1338,175,36.26
3.69,828,163,33.27
4.54,1394,139,27.82
2.59,1898,214,32.2
2.6,1248,196,33.95
4.63,1253,193,31.43
3.46,1753,111,30.19
1.41,968,64,40.0
3.67,1250,122,31.63
1.56,1624,117,37.39
2.28,1648,224,36.31
1.85,1060,60,40.0
4.28,1668,239,26.92
3.7,1661,167,27.75
3.85,1216,172,31.69
1.41,1416,231,34.21
3.7,1689,228,29.9
2.25,1341,167,34.81
4.21,941,155,32.41
2.03,1632,165,34.99
4.94,1788,162,26.43
2.43,1498,154,34.97
1.93,1290,174,37.26
2.27,1416,109,38.49
4.65,1131,176,31.04
4.92,847,86,30.33
3.96,1658,140,29.99
4.43,1703,169,26.48
1.0,1664,60,38.67
4.05,1436,60,29.71
2.19,1843,154,32.23
1.74,1439,60,37.19
2.25,1442,144,34.46
3.5,800,115,36.48
2.3,1323,162,35.4
4.57,806,189,32.77
2.21,1817,72,34.05
4.02,1421,207,31.33
4.98,1804,137,23.42
4.51,1061,175,27.57
3.39,1412,219,31.89
4.69,1276,161,30.98
4.16,800,129,33.52
1.33,1801,135,37.2
4.67,1695,152,25.06
1.02,1481,177,40.0
1.14,1610,214,37.55
3.96,1166,172,32.34
3.63,1039,60,33.31
4.78,1177,215,27.46
2.22,1160,152,37.3
3.87,1320,189,30.0
1.51,1473,159,39.22
2.0,1329,60,37.71
1.99,1907,60,35.06
4.74,915,98,33.37
4.11,1606,148,29.88
4.44,1164,82,33.39
2.6,1293,195,33.34
3.95,1900,110,28.41
4.98,1244,160,25.79
2.55,1220,169,34.64
1.46,1238,137,39.59
4.84,1331,100,28.83
3.15,1410,125,33.74
3.78,1354,112,31.89
2.09,855,102,40.0
4.22,1120,88,31.21
4.64,1705,177,24.92
3.46,1668,228,33.53
4.23,1470,146,32.08
4.06,1263,157,32.25
4.81,1413,130,29.45
1.23,1166,126,40.0
1.49,1770,91,36.62
2.98,1717,189,32.13
3.99,1454,149,30.64
2.12,1214,163,36.58
4.01,1524,130,31.03
1.24,1581,60,40.0
2.13,1429,100,37.81
4.11,1134,161,35.03
3.13,1707,154,32.11
2.87,1587,143,34.73
3.04,1088,171,35.76
2.6,1434,83,36.15
1.41,1136,185,38.99
2.0,1312,231,35.59
2.92,1323,194,34.72
4.02,1039,125,34.32
1.72,1135,206,40.0
1.3,1764,161,38.55
4.29,858,135,30.69
2.87,1583,170,33.07
3.04,1460,208,33.98
4.96,1699,60,22.97
1.36,1004,60,40.0
2.91,1527,65,34.11
2.34,1731,119,35.11
4.39,2212,164,23.22
1.62,1518,213,38.51
4.82,1510,79,28.6
4.75,1305,211,28.18
2.44,1827,118,33.19
1.35,1175,176,39.78
4.31,1344,128,30.38
1.73,885,73,40.0
4.35,887,196,32.34
4.77,1215,96,29.72
2.98,1353,68,34.63
1.43,1423,197,37.15
3.28,800,169,36.91
2.66,1645,207,34.38
3.17,803,217,38.16
3.07,1062,168,35.91
3.87,1323,80,33.36
1.93,1481,68,36.77
4.41,1301,94,30.53
2.05,1363,224,36.55
4.8,800,159,32.44
3.08,1619,124,30.52
3.41,1045,183,33.2
2.19,1496,174,35.89
3.0,1724,143,33.09
4.76,1180,179,30.46
1.69,1225,82,40.0
3.04,1665,264,30.0
3.53,1429,60,34.2
2.76,1585,93,32.44
1.51,1524,104,39.4
2.79,1421,117,35.61
4.02,1325,127,32.35
3.23,1419,192,33.65
4.81,1745,159,24.15
4.99,1572,122,28.36
2.72,1042,194,33.25
4.08,953,114,32.67
4.36,1556,137,29.18
4.57,800,101,32.97
1.4,949,60,40.0
3.0,1097,125,36.57
1.52,1588,152,40.0
2.98,1710,235,31.48
4.47,1356,121,29.63
2.79,1182,133,34.27
3.9,1347,104,29.74
1.19,2319,60,33.34
1.08,1654,100,40.0
1.87,1164,106,39.98
2.33,1319,189,37.42
4.1,951,126,33.23
2.73,1401,130,34.17
3.66,1234,197,30.78
1.47,1353,176,36.27
2.81,976,171,36.3
1.19,1518,199,37.42
2.31,1486,79,38.92
1.03,1735,60,40.0
1.16,1028,143,40.0
1.97,1189,114,38.45
3.97,1678,197,24.59
2.72,1550,133,34.22
4.51,1523,245,27.72
1.36,1553,208,38.08
3.93,1624,179,30.2
2.64,1958,199,31.1
2.72,1922,90,31.89
2.95,1269,98,35.29
2.74,1632,81,32.37
4.27,881,124,32.79
2.21,1527,60,37.44
2.15,1507,77,35.84
4.01,1503,111,32.39
3.28,2185,60,28.79
3.6,1685,128,29.63
1.48,1423,60,38.19
2.54,851,112,38.44
4.57,1502,60,27.89
3.49,1940,198,28.77
2.76,800,195,38.48
4.45,1591,89,32.08
3.48,1286,134,31.91
4.85,1660,217,25.45
3.02,1180,219,34.96
1.51,1268,120,40.0
2.7,1653,93,34.5
3.49,1428,239,32.84
4.94,1616,80,26.18
2.17,1635,178,34.72
2.34,1415,121,36.98
4.0,2147,120,23.89
3.49,1235,105,32.69
3.4,1558,158,31.52
2.26,2008,140,33.83
1.77,1090,70,40.0
1.3,1381,138,39.97
2.72,1571,103,30.96
1.81,800,133,39.98
4.11,1247,165,28.46
1.86,1603,115,36.85
1.84,1726,125,34.99
3.58,1419,104,33.3
3.54,1679,160,30.43
1.22,1420,135,38.94
4.31,1178,160,31.24
1.63,1313,144,39.38
1.58,1325,233,37.23
2.38,1511,160,35.57
1.64,1478,144,36.01
3.57,1271,149,33.07
1.99,994,225,39.48
1.0,1875,205,36.5
3.93,1616,209,28.17
4.33,1455,140,27.14
4.23,1660,177,28.82
1.16,1683,135,36.7
2.15,1510,174,33.1
4.88,1158,138,29.23
3.85,1246,134,30.29
4.42,1817,122,24.86
2.24,1039,152,39.26
1.11,1304,187,40.0
1.09,1697,188,38.28
4.46,1180,110,33.2
3.34,1396,138,33.13
4.3,1226,88,31.63
4.17,1531,119,28.6
3.19,1022,108,38.19
3.87,1654,76,28.89
4.63,1489,126,30.93
4.5,1135,226,27.91
1.13,982,138,40.0
3.68,1709,188,30.53
4.94,1346,142,29.6
3.86,800,125,32.81
4.19,1233,202,30.78
1.51,1978,220,35.44
4.46,996,84,33.1
2.07,1412,204,37.08
2.58,1647,153,32.16
3.5,1224,82,36.52
1.97,982,123,37.95
3.31,1431,137,33.57
4.86,1317,176,29.67
3.11,1210,164,36.52
2.58,1516,124,36.56
4.69,1875,177,27.11
3.81,1136,112,35.32
3.86,1409,121,31.0
2.0,1559,236,34.33
2.77,1445,62,36.83
1.74,941,182,40.0
2.83,1218,86,37.12
1.17,1298,161,40.0
2.5,1317,146,32.87
3.04,1881,110,33.01
1.24,800,138,40.0
2.02,1885,94,35.87
2.98,1080,168,34.98
1.35,1076,178,40.0
3.6,1204,203,31.61
1.4,1696,225,35.87
3.85,1672,126,29.95
1.05,1306,111,40.0
1.93,1287,113,35.43
2.28,1345,207,36.56
1.32,1375,119,40.0
1.57,1372,167,39.95
2.38,1733,77,36.92
2.78,1489,138,31.59
3.14,1647,156,30.29
4.62,1149,130,31.02
3.22,959,118,39.46
3.62,1369,63,32.28
4.05,1682,229,26.11
3.53,1449,153,31.98
4.32,1439,238,29.41
3.86,1408,172,31.32
4.57,1241,192,30.76
4.03,1753,128,29.81
1.02,1551,146,38.41
1.73,1253,148,40.0
4.36,1730,146,25.8
4.42,1202,230,28.88
2.94,1348,134,36.44
1.95,897,148,37.79
1.71,1561,113,36.59
4.71,1382,156,28.01
3.6,1149,110,32.85
4.18,2211,126,25.81
3.82,1580,227,27.45
1.39,1924,136,34.98
1.57,1560,92,36.56
