MonthlyCharges,ContractType,CustomerServiceCalls,Churn
70.41,One year,3,1
51.33,Month-to-month,2,1
84.3,One year,1,1
54.98,Month-to-month,3,0
10.0,Month-to-month,3,0
53.68,Month-to-month,3,0
90.13,One year,2,1
52.15,One year,3,0
41.46,Month-to-month,0,0
56.61,One year,7,1
75.74,Month-to-month,2,1
128.52,One year,1,0
85.2,Two year,5,1
56.67,Month-to-month,7,1
70.82,Two year,2,0
47.84,Two year,1,0
101.66,Month-to-month,2,1
74.96,Month-to-month,3,0
61.41,One year,3,0
76.84,Month-to-month,5,1
86.07,Month-to-month,2,1
31.22,Month-to-month,2,0
45.13,One year,1,0
47.37,One year,1,0
94.63,Month-to-month,1,0
92.97,Month-to-month,2,0
84.34,Month-to-month,1,0
31.15,Month-to-month,4,0
113.91,One year,4,0
81.32,Month-to-month,2,0
44.31,Month-to-month,2,1
52.29,Month-to-month,3,0
41.04,One year,4,0
93.31,Month-to-month,6,0
25.78,Two year,0,0
81.59,Month-to-month,0,0
86.89,Month-to-month,1,0
60.79,Two year,0,0
87.32,Two year,3,0
139.5,Month-to-month,4,0
19.97,One year,2,0
73.38,Month-to-month,0,0
10.0,Month-to-month,1,0
10.0,Month-to-month,0,0
47.76,Two year,2,0
51.73,One year,3,1
103.9,One year,2,0
95.32,Month-to-month,0,0
33.62,Two year,1,1
89.98,One year,1,0
85.57,Month-to-month,2,0
111.93,Month-to-month,2,0
116.91,Two year,7,1
92.53,Month-to-month,1,0
49.81,Month-to-month,2,1
33.18,Month-to-month,0,0
45.91,Month-to-month,0,1
90.71,Two year,3,0
95.68,Month-to-month,4,1
59.14,Month-to-month,3,0
36.93,Month-to-month,3,0
77.0,Two year,1,0
84.58,Month-to-month,1,0
47.6,One year,2,0
51.05,Month-to-month,1,0
87.43,One year,1,0
59.14,Month-to-month,5,1
25.94,Two year,3,0
100.05,One year,1,1
81.85,One year,3,1
32.3,Month-to-month,0,1
40.06,Month-to-month,6,0
80.24,Month-to-month,3,1
17.12,Month-to-month,3,0
82.72,Month-to-month,3,0
82.45,Month-to-month,1,1
94.35,Month-to-month,0,0
89.73,Month-to-month,5,0
36.99,Month-to-month,4,0
100.14,Month-to-month,6,1
40.93,Two year,3,1
10.0,Month-to-month,4,0
59.64,Month-to-month,2,0
43.84,One year,2,0
60.6,Month-to-month,4,0
64.63,Two year,2,0
46.23,One year,5,0
34.46,One year,1,1
57.05,Two year,4,0
71.62,Month-to-month,3,0
46.5,Month-to-month,1,0
102.66,One year,3,0
78.87,Month-to-month,4,0
97.55,One year,3,0
103.03,Month-to-month,5,0
51.75,Month-to-month,1,0
10.0,Month-to-month,2,0
109.79,One year,3,0
127.64,Month-to-month,2,1
87.66,One year,2,0
62.85,Two year,3,0
37.12,One year,1,0
96.73,Month-to-month,2,1
26.97,One year,3,0
57.83,Month-to-month,3,1
24.28,One year,4,0
75.12,Two year,1,0
138.25,Month-to-month,1,1
41.57,Two year,8,0
98.41,One year,4,1
83.1,One year,1,1
46.62,Month-to-month,2,0
85.46,Month-to-month,2,1
83.21,Month-to-month,0,0
73.75,Two year,3,0
75.01,Month-to-month,2,0
29.78,Month-to-month,2,0
64.84,Month-to-month,2,0
57.49,Month-to-month,2,1
48.19,Month-to-month,1,0
10.0,Month-to-month,2,0
38.54,Month-to-month,3,0
52.57,One year,0,0
55.6,One year,4,1
39.31,One year,2,1
47.79,Two year,7,0
48.5,Two year,1,0
129.96,One year,2,1
49.95,Month-to-month,2,0
71.29,Month-to-month,2,0
65.17,Month-to-month,2,1
61.74,Two year,3,0
111.67,Month-to-month,1,1
113.87,One year,2,1
68.71,Month-to-month,2,0
72.47,Month-to-month,4,0
64.51,Month-to-month,4,0
78.8,Month-to-month,2,0
58.23,Month-to-month,2,0
61.02,Month-to-month,1,0
67.17,Month-to-month,5,1
79.14,Month-to-month,1,0
64.3,Two year,3,1
108.42,One year,2,0
83.43,Two year,4,0
63.87,Two year,0,0
161.15,Month-to-month,1,0
105.79,Two year,2,0
80.1,One year,2,0
83.49,Month-to-month,4,0
88.22,Month-to-month,4,0
105.43,One year,3,0
115.26,Month-to-month,1,0
55.73,Month-to-month,4,0
10.05,Month-to-month,0,0
45.97,One year,4,1
56.89,Two year,3,0
75.89,One year,5,0
79.81,Month-to-month,1,0
80.37,Month-to-month,1,1
113.68,One year,3,0
50.32,One year,2,0
108.87,Two year,1,0
69.66,One year,2,0
92.9,Month-to-month,0,0
97.94,Two year,3,0
63.48,One year,3,1
81.04,One year,4,0
48.12,One year,2,0
36.79,Two year,1,0
58.29,One year,2,0
31.98,Month-to-month,5,0
59.2,Month-to-month,3,0
94.63,Month-to-month,5,0
49.9,One year,3,1
80.64,Two year,4,0
62.94,Month-to-month,4,0
74.44,Month-to-month,2,0
116.95,Two year,2,1
128.8,One year,1,0
32.49,One year,4,0
82.04,Two year,2,0
17.42,Two year,4,0
103.59,Month-to-month,2,1
75.49,One year,2,0
78.06,One year,0,0
10.0,Month-to-month,3,0
64.35,Month-to-month,2,1
123.71,One year,1,0
85.15,Month-to-month,1,0
73.99,One year,2,0
109.62,Month-to-month,2,0
85.97,Month-to-month,0,0
30.56,Month-to-month,1,0
44.95,Month-to-month,3,1
143.25,Two year,1,0
92.5,Two year,5,0
64.78,Two year,1,0
49.52,One year,1,0
84.74,Month-to-month,6,1
64.14,Two year,1,0
133.62,Two year,2,0
71.28,Month-to-month,0,0
128.0,Month-to-month,2,0
73.24,Month-to-month,2,0
59.46,Month-to-month,0,0
27.77,Month-to-month,1,0
122.93,One year,1,1
72.04,Month-to-month,0,0
99.74,Two year,0,0
94.42,Month-to-month,3,0
69.2,Month-to-month,3,0
129.31,Month-to-month,2,1
68.52,One year,4,0
14.99,Month-to-month,2,0
49.44,Month-to-month,3,1
156.28,One year,2,0
65.94,Month-to-month,1,0
97.5,Month-to-month,3,0
98.33,Month-to-month,0,1
32.59,One year,2,0
68.86,Two year,5,0
100.51,Two year,1,0
105.68,Month-to-month,3,0
42.26,One year,4,1
73.6,One year,1,1
37.64,Month-to-month,1,0
37.58,Two year,3,0
18.23,Month-to-month,0,0
110.33,Month-to-month,2,0
73.42,One year,3,0
39.44,One year,0,0
123.97,Month-to-month,1,0
41.89,Two year,2,0
40.94,Month-to-month,4,0
34.57,Two year,1,0
74.05,Two year,3,0
94.45,Month-to-month,1,0
38.99,Month-to-month,2,0
64.01,One year,2,1
68.53,Month-to-month,1,1
45.63,Month-to-month,1,0
87.02,One year,3,0
10.0,Month-to-month,3,0
39.1,Two year,3,0
44.36,Month-to-month,5,0
54.19,One year,4,0
119.08,Two year,1,0
90.41,One year,1,0
43.93,Two year,1,0
49.88,Month-to-month,2,0
83.5,One year,2,0
57.29,One year,2,1
32.27,Month-to-month,2,1
103.86,One year,0,1
67.31,One year,2,0
59.27,Two year,3,1
27.41,Month-to-month,2,1
87.98,Two year,4,0
75.64,Month-to-month,2,0
111.14,One year,5,1
78.48,One year,2,1
112.67,One year,3,0
37.67,One year,2,0
54.18,Month-to-month,2,1
87.44,One year,1,0
75.52,Month-to-month,2,0
38.36,Month-to-month,3,0
62.35,Two year,2,0
64.79,One year,5,0
74.79,Month-to-month,0,0
58.5,Month-to-month,3,0
20.31,Two year,2,0
38.06,One year,2,0
24.18,One year,3,0
97.74,One year,2,0
26.73,Month-to-month,1,0
123.67,One year,3,0
51.91,Two year,1,0
93.21,Two year,3,0
100.85,One year,2,0
111.96,Month-to-month,1,1
91.89,One year,2,1
71.76,Month-to-month,2,1
10.0,Month-to-month,4,0
94.91,Month-to-month,1,1
47.61,Month-to-month,4,1
75.5,Two year,4,0
45.95,Two year,3,0
74.79,Month-to-month,2,0
87.35,Month-to-month,2,0
61.35,Month-to-month,4,0
82.25,Two year,3,1
52.26,Month-to-month,4,0
12.07,Month-to-month,3,1
90.35,Two year,2,0
68.32,Month-to-month,4,0
53.44,Month-to-month,3,0
95.16,Month-to-month,2,0
17.78,Two year,3,0
72.17,Month-to-month,3,0
10.0,Two year,1,0
10.0,Month-to-month,0,0
83.49,Month-to-month,1,0
88.95,One year,4,0
42.57,Month-to-month,3,0
62.58,Two year,3,0
19.59,Month-to-month,2,0
55.86,One year,0,1
109.64,One year,3,0
113.75,Month-to-month,5,0
59.27,Month-to-month,3,0
49.98,Month-to-month,2,0
56.59,Two year,3,0
41.39,Month-to-month,0,0
56.05,Month-to-month,1,1
73.01,Month-to-month,2,0
80.09,Two year,0,0
49.83,One year,2,0
34.49,Month-to-month,2,0
108.81,Month-to-month,5,1
42.87,One year,5,1
37.14,Month-to-month,2,1
105.05,Two year,2,0
125.51,Two year,2,0
25.36,Month-to-month,2,0
63.34,Two year,1,0
53.43,One year,6,0
95.71,Month-to-month,0,0
71.04,Month-to-month,4,1
83.36,Month-to-month,5,0
65.93,One year,0,0
98.99,One year,2,1
52.03,Month-to-month,2,0
33.5,One year,5,1
100.56,One year,1,0
68.2,Month-to-month,3,0
103.05,Month-to-month,1,0
72.27,Two year,1,0
87.86,Month-to-month,1,0
115.89,Two year,0,0
78.18,Month-to-month,1,0
11.28,Two year,2,1
83.95,Two year,4,0
60.29,One year,3,0
136.48,Month-to-month,5,0
20.79,Month-to-month,2,0
100.26,Two year,2,0
76.15,One year,4,0
64.91,Month-to-month,0,0
78.98,One year,1,1
50.83,Month-to-month,3,0
82.64,One year,3,0
34.47,Month-to-month,3,0
98.07,Month-to-month,5,0
123.77,One year,5,1
54.42,Two year,1,0
77.0,One year,3,1
117.2,Month-to-month,3,1
74.63,Two year,0,0
107.63,One year,1,0
73.16,Month-to-month,2,0
64.64,Two year,2,0
81.17,Month-to-month,3,0
10.0,One year,2,0
93.85,Two year,2,0
58.49,One year,1,0
100.94,One year,2,1
76.12,Two year,1,0
80.33,One year,2,0
64.51,Two year,1,0
163.19,Month-to-month,0,0
68.62,Month-to-month,3,0
111.2,Month-to-month,1,0
148.42,One year,5,0
44.32,Month-to-month,3,1
28.83,One year,0,0
84.54,Month-to-month,2,0
44.19,Month-to-month,2,0
74.35,Month-to-month,2,1
78.7,Month-to-month,4,1
50.28,Month-to-month,2,1
91.58,Month-to-month,4,0
67.03,One year,6,0
96.71,Month-to-month,4,0
92.58,Month-to-month,2,0
107.67,Month-to-month,1,1
111.58,One year,2,0
94.78,One year,1,0
81.78,One year,1,1
107.93,Two year,4,0
21.62,Two year,1,0
17.04,Month-to-month,1,1
10.0,Month-to-month,1,0
80.18,Two year,3,0
61.31,Month-to-month,0,1
44.54,Two year,3,0
48.7,Month-to-month,3,0
81.71,Two year,1,0
19.45,One year,4,0
66.35,One year,3,0
91.17,One year,1,0
59.77,Month-to-month,2,1
66.99,Month-to-month,1,0
117.84,Two year,3,1
42.24,One year,3,1
110.4,Two year,1,0
26.29,Month-to-month,2,0
38.32,Two year,1,0
32.21,Month-to-month,6,0
105.32,Month-to-month,4,1
65.41,One year,6,1
59.71,Month-to-month,1,1
106.56,Two year,1,0
77.56,Month-to-month,2,0
69.98,Month-to-month,4,1
66.32,One year,6,1
70.61,Month-to-month,3,1
97.5,Month-to-month,3,0
96.11,Month-to-month,3,1
126.68,One year,3,0
97.73,One year,1,0
62.84,Month-to-month,2,0
45.86,Month-to-month,2,1
90.03,Month-to-month,0,0
68.29,One year,1,0
44.18,Month-to-month,0,0
98.9,Month-to-month,5,0
58.36,Two year,1,0
51.49,Month-to-month,1,0
88.83,Month-to-month,3,0
72.39,Month-to-month,1,0
101.42,Month-to-month,1,1
45.24,One year,0,0
38.98,Month-to-month,4,1
40.23,Two year,1,0
134.97,Month-to-month,2,1
125.56,Month-to-month,1,0
14.76,Month-to-month,1,0
41.09,Month-to-month,1,0
66.06,Month-to-month,2,1
66.25,Month-to-month,1,0
86.76,Month-to-month,1,0
84.29,Month-to-month,0,1
58.61,One year,2,0
79.2,Month-to-month,1,0
53.21,Month-to-month,2,0
107.38,Two year,2,0
109.57,One year,1,0
10.0,Month-to-month,2,0
35.25,Month-to-month,2,0
100.86,Month-to-month,2,1
50.79,Month-to-month,4,0
63.78,One year,2,0
50.79,Month-to-month,1,1
12.8,Two year,3,0
72.12,One year,3,1
76.6,Month-to-month,0,0
97.65,One year,3,0
76.77,Month-to-month,2,1
79.94,One year,1,1
99.17,Month-to-month,2,0
45.24,Month-to-month,1,0
53.04,Month-to-month,1,0
85.75,Two year,2,1
80.47,Month-to-month,2,0
136.38,One year,3,0
57.74,Month-to-month,2,1
107.57,Two year,4,1
83.32,Two year,2,0
85.18,Two year,2,0
135.58,Month-to-month,4,0
17.19,Month-to-month,1,0
49.48,Two year,3,0
25.8,Month-to-month,1,0
79.0,Month-to-month,2,0
67.1,Two year,1,0
88.66,Month-to-month,2,0
57.56,Month-to-month,2,0
89.11,Month-to-month,2,0
34.29,Month-to-month,2,0
96.34,Month-to-month,1,0
10.0,Month-to-month,3,0
114.07,Month-to-month,2,1
72.98,Month-to-month,0,0
61.52,Month-to-month,1,0
81.88,One year,1,1
74.26,Month-to-month,0,1
33.63,Month-to-month,2,0
87.35,Two year,2,0
43.54,Month-to-month,1,0
53.12,Month-to-month,2,0
72.05,Month-to-month,2,0
63.15,Month-to-month,5,0
43.53,Two year,0,0
97.35,Month-to-month,3,0
10.0,Month-to-month,2,1
10.74,One year,5,1
19.32,Month-to-month,0,0
66.1,Month-to-month,5,1
57.35,Month-to-month,2,0
75.79,Two year,1,0
48.72,Month-to-month,4,0
141.87,Month-to-month,1,1
29.02,Month-to-month,0,0
84.98,Month-to-month,3,1
64.42,Month-to-month,0,1
70.71,Month-to-month,3,0
81.52,Month-to-month,1,0
40.08,Month-to-month,3,0
81.6,Month-to-month,2,0
39.8,Two year,4,0
85.06,One year,3,0
42.73,Two year,0,0
82.79,Month-to-month,1,0
56.36,Month-to-month,2,0
63.7,Month-to-month,1,0
59.15,Month-to-month,1,0
33.92,Month-to-month,4,0
75.68,Two year,0,0
39.83,Month-to-month,1,0
53.51,Month-to-month,2,0
77.1,Month-to-month,1,0
52.8,Month-to-month,2,0
101.38,Month-to-month,5,0
89.16,Month-to-month,3,0
98.11,Month-to-month,2,1
62.31,One year,1,0
90.91,Month-to-month,4,0
78.81,One year,3,0
132.03,Two year,3,0
10.0,Month-to-month,1,0
62.42,Month-to-month,3,0
80.89,One year,1,0
36.05,Month-to-month,0,0
49.67,Month-to-month,4,1
88.93,Two year,2,1
43.97,Month-to-month,2,1
76.56,Month-to-month,3,0
84.89,Two year,2,0
84.57,Month-to-month,2,0
92.3,Two year,4,0
67.6,Month-to-month,1,0
77.13,Two year,1,0
132.42,Month-to-month,0,1
55.99,Month-to-month,4,1
105.15,Month-to-month,1,0
82.33,Two year,0,0
92.71,One year,2,1
70.05,One year,0,0
75.74,One year,0,0
67.07,Month-to-month,0,0
58.45,Two year,0,0
102.92,Month-to-month,2,0
102.33,Month-to-month,2,1
61.77,Month-to-month,2,0
84.55,One year,1,0
46.78,Month-to-month,0,0
57.52,Month-to-month,3,1
10.0,One year,1,0
113.7,One year,0,1
78.91,Month-to-month,3,1
60.7,One year,4,1
80.21,Month-to-month,3,0
10.0,One year,2,1
67.02,Two year,1,0
10.0,One year,2,0
99.98,Month-to-month,2,1
106.88,Month-to-month,1,0
25.02,Month-to-month,1,1
83.62,Month-to-month,1,0
58.51,Month-to-month,0,0
21.13,Two year,1,0
145.51,Month-to-month,1,1
32.2,One year,3,0
102.36,One year,3,0
47.31,Month-to-month,1,0
17.23,Month-to-month,6,0
67.8,Month-to-month,1,1
102.27,Month-to-month,1,0
33.92,Month-to-month,0,0
79.52,Two year,1,0
78.42,Month-to-month,1,0
72.41,Month-to-month,4,0
144.67,One year,1,1
50.31,One year,5,0
104.5,Two year,0,0
44.84,Two year,2,0
40.35,Two year,0,0
81.97,Month-to-month,4,1
82.28,One year,2,0
98.89,One year,1,0
70.77,Month-to-month,5,1
24.23,Two year,2,0
48.35,Month-to-month,3,0
88.0,Month-to-month,2,0
51.57,One year,4,0
10.0,Month-to-month,2,0
85.25,Month-to-month,4,0
61.86,Month-to-month,2,0
115.94,Two year,0,0
110.9,Month-to-month,3,0
10.0,Two year,3,0
67.17,Month-to-month,2,0
98.68,Month-to-month,0,1
85.58,Month-to-month,2,0
32.11,Month-to-month,3,0
67.35,Month-to-month,1,0
32.67,Month-to-month,0,0
87.42,One year,0,1
67.6,One year,2,0
127.67,Month-to-month,0,0
64.51,One year,4,1
67.17,Month-to-month,2,0
10.0,Month-to-month,3,1
98.08,One year,4,1
45.7,Month-to-month,2,0
22.26,Month-to-month,2,0
50.23,Month-to-month,1,0
67.94,Month-to-month,3,0
124.19,Month-to-month,0,0
81.52,Month-to-month,1,1
94.16,Two year,3,0
51.13,Two year,1,0
149.14,Month-to-month,1,0
49.53,One year,1,0
56.77,One year,4,1
12.21,Month-to-month,2,0
55.98,Month-to-month,0,0
73.31,Month-to-month,2,1
88.96,Two year,3,0
77.02,Month-to-month,5,1
93.61,One year,1,1
37.06,Month-to-month,1,0
41.27,Month-to-month,1,0
109.5,Month-to-month,1,0
112.56,One year,3,0
95.03,Month-to-month,4,0
90.16,Month-to-month,1,0
48.62,Month-to-month,1,0
112.56,One year,2,1
63.42,Month-to-month,2,0
97.68,Month-to-month,2,1
54.21,Month-to-month,2,0
93.4,One year,0,0
85.83,Month-to-month,2,1
88.81,Two year,3,0
107.48,Month-to-month,2,1
54.84,One year,2,0
25.66,Month-to-month,3,0
47.51,Month-to-month,4,1
81.76,Month-to-month,1,0
94.58,Month-to-month,2,1
92.47,Month-to-month,3,1
90.97,Two year,4,1
63.5,One year,1,0
32.53,Month-to-month,4,0
110.16,One year,2,0
40.15,Month-to-month,0,0
108.95,One year,4,1
70.33,Month-to-month,5,0
36.48,Two year,3,0
98.17,Month-to-month,2,1
82.29,Month-to-month,1,0
47.14,Month-to-month,2,0
57.59,Month-to-month,1,0
51.42,Two year,2,0
57.37,Month-to-month,1,0
94.35,Month-to-month,0,0
101.01,One year,3,0
92.69,Month-to-month,0,0
50.21,Month-to-month,3,1
39.96,Month-to-month,3,0
76.16,Month-to-month,2,1
64.3,Month-to-month,0,0
33.54,Two year,5,0
74.49,Two year,2,0
34.67,Month-to-month,2,0
91.06,Month-to-month,2,0
47.72,Month-to-month,1,0
45.3,Month-to-month,1,0
39.13,Month-to-month,1,0
64.68,Month-to-month,2,1
70.28,Month-to-month,1,0
71.54,One year,1,0
51.87,Month-to-month,0,0
102.07,Month-to-month,2,1
98.99,Two year,0,0
64.76,Month-to-month,0,0
74.13,One year,1,1
56.45,Month-to-month,4,0
85.08,Month-to-month,1,0
76.31,Month-to-month,1,0
76.71,Month-to-month,1,0
97.91,Month-to-month,3,1
87.95,Month-to-month,1,0
45.46,Month-to-month,1,0
69.02,One year,3,0
92.11,Month-to-month,2,0
32.65,One year,2,0
127.3,Month-to-month,0,0
77.08,Month-to-month,1,1
88.62,Month-to-month,2,1
64.79,One year,5,0
78.09,Month-to-month,5,1
75.83,Two year,2,0
67.76,Month-to-month,1,0
88.34,One year,5,1
69.18,Two year,3,0
58.57,Month-to-month,3,1
48.49,Two year,5,0
115.83,One year,2,0
25.5,Month-to-month,1,0
34.71,Month-to-month,1,1
64.03,Month-to-month,3,0
42.94,Month-to-month,2,0
66.86,One year,3,0
49.59,Month-to-month,1,0
85.33,Month-to-month,3,0
55.84,Month-to-month,3,0
92.21,Month-to-month,3,1
50.52,Two year,0,0
114.33,Month-to-month,2,1
77.2,One year,1,0
68.32,One year,3,0
152.07,Month-to-month,0,1
87.45,Month-to-month,4,1
83.01,One year,0,0
108.79,One year,6,0
83.84,Two year,1,1
44.16,Two year,2,0
46.74,One year,1,0
104.25,Two year,2,0
111.22,Month-to-month,3,1
10.02,Month-to-month,2,0
78.38,Month-to-month,3,0
36.91,Month-to-month,3,0
55.26,Month-to-month,2,1
55.87,One year,5,0
38.84,One year,1,0
59.77,One year,0,1
106.26,One year,4,1
109.69,Month-to-month,5,1
77.86,Two year,0,1
46.48,Month-to-month,4,0
91.47,Month-to-month,2,0
43.3,Month-to-month,2,0
62.31,One year,3,1
98.37,Month-to-month,4,1
74.93,Month-to-month,3,0
78.38,One year,2,0
13.61,One year,2,0
101.99,Two year,2,0
87.38,Month-to-month,4,1
53.34,Month-to-month,1,0
72.24,Month-to-month,2,0
84.55,Two year,2,0
38.96,Month-to-month,7,1
24.03,Month-to-month,2,0
21.75,Two year,3,0
80.39,Month-to-month,5,1
60.2,Month-to-month,3,0
60.27,Month-to-month,4,0
46.15,Month-to-month,2,0
19.99,Two year,2,0
69.11,Month-to-month,4,1
56.86,Month-to-month,5,1
51.58,Month-to-month,3,0
82.27,Two year,2,0
105.65,One year,1,1
52.71,Month-to-month,0,1
12.72,Month-to-month,0,0
60.99,Month-to-month,4,0
16.38,Month-to-month,3,0
31.53,One year,1,0
96.84,One year,1,0
83.32,Month-to-month,1,1
97.07,Month-to-month,1,0
112.55,Month-to-month,4,0
31.45,Month-to-month,3,0
51.44,Month-to-month,2,0
140.24,Month-to-month,2,1
103.09,Month-to-month,0,0
110.56,One year,3,0
76.26,One year,1,1
31.94,Two year,0,0
82.53,Month-to-month,3,1
77.81,One year,3,0
50.23,Month-to-month,1,1
64.8,Month-to-month,4,1
74.34,Month-to-month,0,0
70.46,Month-to-month,5,0
119.05,One year,2,1
35.19,Month-to-month,2,1
105.9,Month-to-month,2,1
82.45,Month-to-month,0,0
113.67,Two year,3,0
56.13,Two year,2,0
88.66,One year,0,0
25.24,Month-to-month,2,0
93.37,Month-to-month,1,0
85.54,Month-to-month,1,1
96.01,Month-to-month,1,1
60.79,Month-to-month,3,1
76.11,Month-to-month,2,0
123.02,Month-to-month,5,0
94.95,Two year,3,0
92.17,Two year,5,0
40.2,Month-to-month,2,1
53.65,Month-to-month,6,0
91.97,One year,2,0
66.88,Month-to-month,0,0
22.63,Month-to-month,6,0
73.11,One year,1,1
47.65,One year,2,1
90.34,One year,2,0
52.91,Two year,2,0
60.26,One year,1,0
65.07,Month-to-month,2,0
110.89,Two year,0,1
88.48,One year,4,0
69.96,Month-to-month,0,0
95.16,Month-to-month,3,0
10.0,Two year,1,0
70.78,Two year,5,0
86.87,Month-to-month,5,0
79.71,Two year,3,0
46.19,Month-to-month,1,1
76.69,Month-to-month,2,1
65.06,Month-to-month,2,0
103.7,Month-to-month,1,1
52.58,Month-to-month,1,0
128.75,Two year,3,0
57.65,Month-to-month,2,1
69.45,Month-to-month,0,0
51.03,Month-to-month,4,0
40.72,One year,2,0
43.41,Month-to-month,6,1
91.63,Month-to-month,3,1
103.65,Month-to-month,1,0
12.64,Month-to-month,3,0
51.42,Two year,2,0
55.48,Month-to-month,2,0
73.17,Two year,2,0
41.25,Two year,0,0
98.91,Month-to-month,0,1
57.83,Two year,2,0
114.84,Two year,3,0
13.53,Month-to-month,2,0
81.3,Month-to-month,1,1
107.84,Month-to-month,4,1
45.86,Month-to-month,1,0
59.35,Month-to-month,1,0
10.0,Month-to-month,2,0
65.96,Month-to-month,3,1
74.95,One year,1,0
61.32,Month-to-month,0,0
47.25,One year,1,0
64.87,Month-to-month,1,0
53.75,Month-to-month,2,1
46.81,Month-to-month,2,1
47.36,Month-to-month,2,0
102.69,Two year,2,0
55.15,Month-to-month,0,0
26.5,Month-to-month,2,0
40.99,Two year,3,0
114.85,Month-to-month,0,0
88.35,Month-to-month,5,1
63.12,Month-to-month,0,0
91.23,Month-to-month,2,1
68.69,Month-to-month,0,0
53.02,Month-to-month,4,0
111.78,Month-to-month,3,1
99.69,Month-to-month,2,0
59.26,One year,2,0
86.55,Month-to-month,1,0
90.84,Month-to-month,0,0
90.82,Month-to-month,3,0
59.01,Month-to-month,5,1
41.41,Month-to-month,5,1
94.69,One year,4,1
95.72,Month-to-month,2,0
88.71,Month-to-month,3,1
55.12,Month-to-month,2,0
81.89,Month-to-month,2,1
81.44,Month-to-month,2,0
24.38,Month-to-month,0,0
58.6,Month-to-month,2,0
76.85,Two year,4,0
82.38,Month-to-month,2,1
75.22,Two year,2,0
22.51,Month-to-month,0,0
104.83,Month-to-month,1,1
58.21,Month-to-month,2,0
44.54,Month-to-month,3,0
105.89,Month-to-month,2,1
40.82,Month-to-month,1,0
46.11,One year,2,0
80.54,Month-to-month,1,0
51.36,Month-to-month,2,0
128.53,Month-to-month,2,0
55.88,Two year,5,1
57.93,Month-to-month,4,1
85.9,Month-to-month,3,1
11.83,Month-to-month,1,0
70.71,Month-to-month,4,0
92.35,Two year,2,0
40.78,Month-to-month,4,0
67.95,Month-to-month,0,0
55.26,Month-to-month,1,0
44.31,Month-to-month,2,1
81.64,Month-to-month,4,0
122.27,One year,3,0
57.34,Month-to-month,0,0
114.92,One year,2,1
71.71,Two year,0,0
92.43,Month-to-month,3,0
22.4,Month-to-month,2,0
105.82,Month-to-month,2,0
37.19,Month-to-month,2,0
51.73,Month-to-month,1,0
50.66,Month-to-month,1,0
10.0,One year,2,0
87.45,Month-to-month,2,0
32.48,Month-to-month,2,0
128.11,One year,3,1
79.51,Two year,1,0
58.05,Month-to-month,2,0
73.03,Month-to-month,3,0
14.88,Two year,4,0
42.61,One year,2,0
99.6,One year,4,1
81.14,Month-to-month,1,0
86.39,Month-to-month,2,0
84.14,Month-to-month,1,1
18.93,One year,3,0
32.36,Month-to-month,0,0
82.31,Month-to-month,1,0
92.79,One year,3,1
44.07,Month-to-month,1,0
78.3,Month-to-month,2,0
89.68,Month-to-month,3,0
108.05,Month-to-month,3,1
100.9,Month-to-month,0,0
55.03,One year,2,0
148.67,Month-to-month,4,1
85.61,Month-to-month,3,0
85.88,Month-to-month,1,1
124.47,Month-to-month,3,1
29.97,One year,3,0
90.06,Month-to-month,2,1
53.23,One year,3,0
66.0,Month-to-month,3,0
53.91,Month-to-month,2,0
77.58,One year,1,1
22.49,Month-to-month,0,0
79.74,One year,1,0
35.38,Month-to-month,3,0
